pat1,pat2,pat3,pat4,pat5,pat6,pat7,pat8,pat9,pat10,pat11,pat12,pat13,pat14,pat15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51659,123.919,91.7997,149.311,830.364,21.2366,647.012,217.157,254.985,585.624,798.931,332.061,154.733,1172.51,110.822,356.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
64785,293.948,266.541,463.339,954.299,539.297,466.907,186.904,363.439,994.715,257.547,559.796,598.301,572.398,547.157,1115.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
84296,143.132,51.1341,66.3605,203.718,37.4434,430.004,210.112,204.328,289.112,95.8004,223.919,118.932,207.579,114.683,216.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
2695,0,0,1.185,0,0,0,1.6577,0,0.5285,0.4456,0,0,0,4.6337,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
10755,2082.13,3058.78,3191.23,3509.68,2906.05,4630.16,2021.55,3067.64,2904.86,1138.02,4003.82,2101.94,5583.71,2319.91,3619.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
54810,21.1335,996.108,13.6276,3.873,965.145,8.4236,63.821,20.0588,7.3996,14.7042,24.8092,146.238,516.968,327.445,16.6599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
126326,93.1796,171.923,56.8805,129.357,97.7999,223.827,136.345,184.269,78.7526,356.912,160.941,71.6019,127.828,123.564,135.967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
2696,1.9212,0,1.185,24.0124,23.472,12.0337,3.7298,1.6999,17.9704,1.7823,1.9084,0,1.6968,1.1584,0.5374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
28964,1167.63,1780.43,1203.38,1259.49,1252.4,1153.63,2425.2,986.623,1423.89,1205.3,1033.71,1946,1175.34,898.928,1105.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
9815,1412.58,1612.53,1596.8,1664.6,1554.74,1492.17,1778.28,1361.96,1478.86,1030.19,1400.76,1533.37,1069.55,1556.52,1403.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
79008,1398.15,350.816,751.373,1248.02,594.344,813.129,425.541,769.26,1715.52,432.813,1411.73,575.103,586.256,969.881,766.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
84694,0,0,0,0,0.5589,0.4011,0.4144,0,0,1.3367,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
2697,1703.17,2119.45,13603.3,728.892,10881.5,6902.93,9978.04,2381.22,5977.27,146.597,729.644,15067.4,10884.6,9227.53,13083.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
2700,3.8425,12.4815,0.5925,0.7746,1.1177,9.627,287.194,0.68,1.5856,16.041,3.1807,7.2816,16.4027,1.1584,3.7619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
2701,168.588,162.663,100.133,144.849,889.7,431.207,946.125,399.817,373.15,192.938,203.562,515.17,93.8914,174.148,78.463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
2702,82.1326,158.636,24.8852,13.1681,112.889,83.0325,199.337,180.53,22.7273,111.841,548.346,200.243,7.9186,187.663,32.2451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
2703,0,0.4026,0,0.7746,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
81025,1.4409,6.0395,1.185,1.5492,0,8.0225,3.3154,1.3599,3.1712,18.2689,1.9084,3.6408,5.6561,2.3168,5.9116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
2705,1.4409,0.8053,1.185,1.5492,0,0,0,0,1.0571,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
2706,158.501,4.8316,2.9625,3.873,0,17.2483,6722.75,74.1157,2.1142,123.427,5.0891,3.034,27.1493,8.1089,2.6871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
2707,8.1652,1.6105,11.619,11.6189,17.3246,21.6606,6.2163,4.0798,10.0423,242.843,1.2723,6.068,23.19,16.2178,2.6871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
127534,0,0,2.37,0,3.3531,0,1.2433,0,1.5856,0.4456,0,0,1.6968,0.7723,0.5374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
2709,0,1.6105,10.6651,8.5205,63.7097,2.4067,7.874,3.3998,22.7273,55.6979,1.2723,3.034,1.1312,1.1584,5.9116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
10804,5.7637,0,0,0,0,0,0.4144,1.3599,0,0.4456,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
375519,0,0,0,0,0.5589,0.4011,0,0,1.0571,0,1.2723,0.6068,0,0.7723,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
10052,117.195,169.105,53.3254,411.309,52.5325,180.505,773.311,469.173,200.846,480.339,222.01,267.597,437.217,105.802,70.9391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
57165,12.488,38.2499,14.2201,28.66,11.736,20.8584,77.9113,33.998,24.8414,15.1498,27.3537,3.034,36.1991,5.0198,22.5715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
349149,1.4409,2.4158,0,3.873,3.912,0.4011,6.6308,1.3599,2.1142,0.4456,0,0,0,1.5446,2.1497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
57369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
125111,17.0173,49.7329,35.5325,15.0968,51.303,19.1576,154.289,27.0522,15.8562,248.885,109.714,36.9964,5.1923,31.3621,36.5552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
219770,0.4803,0.8053,4.1475,2.3238,0,0.8022,0,0,1.5856,0,0,0,0,0.3861,1.0748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
2712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
2710,101.345,157.026,321.73,174.284,55.3268,382.27,156.237,69.016,177.59,294.085,160.941,376.214,323.529,288.831,171.974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
2713,4.3228,27.7815,33.1803,6.1967,10.0594,48.1348,15.3336,6.1196,17.9704,28.9629,9.542,37.0146,29.4118,44.792,16.1225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
256356,508.646,442.088,433.121,325.329,388.964,191.737,150.021,113.893,211.945,406.372,314.249,592.84,138.009,227.821,223.566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
80318,139.289,62.0051,61.028,205.267,88.8582,50.5415,8.7029,58.1366,147.992,141.25,115.14,237.257,62.2172,125.495,75.7759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
56287,1.9212,0.4026,2.9625,0,0,0.8022,0,0,0,0,0,0,0.5656,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
200504,0,0,0,0,0,0,0.8288,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
2717,881.844,515.367,860.317,1042.6,274.957,1259.13,869.457,1666.58,1306.03,931.269,1692.11,1023.66,2885.18,3973.36,2136.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
2720,1000.48,7407.59,2258.63,523.625,2770.81,2728.04,3688.77,1683.92,2519.03,1158.52,1477.74,4054,2121.04,2065.06,2246.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
89944,6.7243,95.0208,219.227,477.924,21.2366,192.138,5.8019,19.3789,11.0994,1215.55,151.399,298.544,24.8869,291.148,113.933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
112937,62.44,16.9105,0,68.9388,0,0,0.4144,17.339,0,68.6198,0,0,242.647,1.1584,0.5374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
79411,340.058,184.405,86.5057,99.1479,339.785,123.546,121.84,128.512,80.8668,148.825,58.5242,136.529,127.828,162.564,112.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
113263,385.207,283.854,175.974,351.665,144.744,66.1853,181.517,56.4367,263.214,172.441,152.036,103.155,75.7919,165.267,129.518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
26035,1710.37,1161.19,586.58,477.924,839.962,540.714,939.494,806.433,751.057,769.522,1128.5,356.189,472.285,753.355,411.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
2731,0.4803,0.8053,0.5925,6.9713,0.5589,0,4.9731,0,0.5285,16.041,0.6361,1.8204,0,0,5.9116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
342035,268.492,6.4421,103.688,18.5902,96.6822,85.0381,89.5151,5.7797,95.1374,53.47,12.0865,40.0485,318.439,123.95,310.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
2733,730.548,731.177,590.135,1016.27,894.171,1478.54,712.391,1112.08,1155.92,1225.8,564.885,1016.38,1753.39,1384.69,1246.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
2734,5470.22,9134.88,9401.87,4957.4,2253.87,3387.89,6317.86,7703.27,7574.52,5430.77,4253.18,4584.34,5892.53,7152.43,6105.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
2735,44.6686,31.0025,10.6651,631.294,5.5886,18.4517,424.782,30.9382,28.5412,2.6735,46.4377,3.034,30.543,24.3267,12.898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
2736,48.0307,169.507,129.759,1282.73,4.4709,460.89,801.492,149.931,194.503,107.831,287.532,17.5971,470.023,132.445,428.859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
2737,98.463,243.591,310.473,302.866,370.522,262.334,1041.03,109.474,122.093,327.058,95.4198,54.6117,215.498,237.861,134.892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
2738,166.105,81.593,212.448,523.857,258.231,139.258,163.021,437.704,183.155,622.685,268.397,389.66,221.154,183.064,204.665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
11010,4561.59,286.85,344.79,280.713,321.32,393.722,2520.66,325.429,454.582,677.5,537.207,1698.8,665.616,819.566,316.802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
256710,0,0.8053,0,0.7746,0,0,2.4865,0,0.5285,0.4456,0.6361,1.2136,0,1.1584,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
144321,25.9366,39.0551,60.4355,7.7459,90.5348,8.0225,11.6038,24.4786,54.4397,0.8912,24.8092,23.665,36.7647,51.7424,44.0683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
152007,1049.47,422.359,689.083,1305.96,129.096,291.215,2487.36,118.993,1667.02,409.045,236.005,836.772,634.05,1097.4,3611.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
148979,0.9606,2.8184,0,3.0984,10.6183,0.8022,105.263,0.34,0.5285,7.5749,1.2723,0,155.543,0,6.9864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
84662,289.145,2520.47,1551.18,1460.11,535.385,458.083,1705.35,1398.34,1360.99,237.05,1883.59,3666.87,449.095,2245.78,187.559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
169792,35.5427,35.8341,58.0655,116.189,182.187,5.6157,288.023,6.4596,52.3256,318.146,48.3461,413.228,21.4932,32.0494,9.6735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
11146,122.959,27.7815,165.309,93.7258,171.569,173.285,121.84,100.294,182.347,301.214,202.926,52.1845,101.81,118.544,191.321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
2739,5156.58,3151.79,3922.97,3358.64,6497.27,9241.88,2159.14,5278.19,5086.68,3430.1,7089.06,2297.33,7643.67,3316.15,2459.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
51031,2087.42,1811.43,1374.02,1164.99,1824.11,1185.32,1496.89,2079.66,1571.35,714.27,1171.12,2549.15,1188.91,1198.57,1547.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
392465,1.9212,4.4289,4.74,3.0984,1.6766,0.4011,0,0,2.1142,0,4.4529,1.2136,0,0.3861,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
2740,0,0,0,1.5492,0,0,0,1.0199,0,0,0,0,0,0.3861,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
9340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
2741,0,0.4026,0,0,0,0,0,0,0,0,0,0,0,0.3861,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
2742,0,0.8053,0.5925,0.7746,0,0,1.2433,3.3998,0,0,0,0,0,0,1.0748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
8001,0,0,9.4801,0,0,0,0,0,3.6998,0,0,6.068,0,0,2.6871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
441509,0,0.4026,0,4.6476,0,0,0.4144,0,1.5856,0.4456,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
2743,5.2834,24.5605,85.9132,48.0248,97.7999,0,227.518,61.8764,25.8985,117.634,8.2697,709.952,1.6968,583.454,24.7212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
51022,332.373,237.552,148.126,109.218,356.551,437.224,154.994,83.2952,301.269,654.116,202.926,152.306,564.48,152.911,524.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
2745,1204.61,281.439,2773.51,810.225,1534.06,1222.62,1159.97,740.477,1623.15,1982.4,1820.61,1193.57,3087.67,3309.97,2287.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
10539,822.767,1505.84,1032.74,609.605,838.285,2472.92,782.428,951.945,938.161,1478,1389.95,1609.22,1251.13,1334.11,1160.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
51218,3162.34,1247.35,2682.86,2282.73,2205.81,1342.96,1052.22,1625.45,2104.12,1251.64,1900.13,1566.75,3053.17,1767.35,2518.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
27165,21.6138,16.9105,10.6651,22.4632,15.0891,31.2876,7.874,10.5394,6.3425,1.7823,12.0865,111.044,44.1176,40.9306,3.7619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
2744,3042.75,1605.29,814.694,731.991,4180.81,1275.97,1230.42,1126.69,1087.21,883.591,1503.82,1733.62,1136.88,1285.84,966.277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
144423,0,0.4026,3.555,149.496,0,0.4011,4.9731,5.0997,5.2854,12.4763,1.9084,3.034,0,0.3861,0.5374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
79709,1118.16,1672.53,2749.81,1958.17,1766.55,2335.74,10508.1,1398,3337.74,3766.51,1194.02,1398.66,2522.62,1353.03,3163.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
23127,74.928,8202.39,84.7282,188.226,10.6183,18.4517,218.815,1258.27,16.9133,24.9527,34.3511,94.6602,54.8643,270.296,17.1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
360203,0,0,0,2.3238,0,0,0.4144,0,0.5285,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
55830,2045.65,2236.44,1598.7,1020.91,1139.55,971.568,2028.67,1906.75,2162.99,779.343,2045.9,1924.19,2304.32,2126.23,1358.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
83468,363.112,67.6419,41.4753,122.386,268.251,18.4517,2398.67,105.734,45.9831,212.098,200.382,33.3738,29.9774,42.089,23.6464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
51228,1481.27,1139.85,2774.7,1864.45,2728.34,1916.17,1930.38,1147.43,2343.02,990.531,2235.37,1124.39,770.928,1344.53,1580.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
80772,1351.59,519.796,811.732,1290.47,1185.89,1155.23,1007.05,1164.77,878.964,1494.49,1200.38,1877.43,639.14,1210.16,622.867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
388323,0,0,0,0,0,0,0,0,0.629,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
29998,150.336,225.07,526.144,1725.02,242.544,387.084,328.222,563.347,506.871,466.526,718.83,259.709,274.887,448.306,424.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
29997,2125.36,4587.57,12898.8,7628.2,4874.35,6481.35,4035.64,5004.17,6275.9,6621.81,6651.4,3720.27,8902.71,5425.62,15236.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
2746,4334.77,4023.89,2672.79,2508.91,7225.46,5718.01,2235.81,5838.82,1763.74,2433.78,4484.73,5280.95,4565.61,3584.9,5908.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
2747,149.376,588.646,370.908,101.472,463.851,560.369,128.471,452.174,168.076,74.858,270.356,535.194,152.149,548.702,529.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
2752,2831.41,2826.06,2204.71,2081.33,5771.31,2905.33,13264.4,1896.75,1699.26,6070.62,1790.08,3078.88,2062.78,1307.85,1279.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
10249,0,0.4026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
92292,0,0.4026,6.5176,3.0984,0,0.8022,15.3336,0,3.1712,0,1.9084,4.8544,0,0.3861,1.6123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
219970,0,0.8053,1.185,8.5205,0,1.2034,31.9105,0.68,7.9281,0,1.2723,0,2.8281,1.1584,1.6123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
389396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
644076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
132158,264.169,107.905,186.639,92.1766,112.889,143.201,125.155,121.373,136.364,65.0551,131.679,336.772,96.7195,406.217,93.5107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
